-0.11369899	0.13874005	-0.37525305	0.04335466	-0.29781812	-0.08829964	-0.14143543	0.012271388	0.3985104	0.07870883	-0.42320535	0.14076771	0.081270374	-0.23243515	0.243399	0.017980304
-0.4962449	0.47029284	-0.124760866	-0.46923172	-0.54715145	0.20788142	-0.46279544	0.30969802	0.26116315	-0.075762264	-0.08210058	0.32279766	-0.22942406	-0.27775627	-0.019612713	-0.382484
0.08647149	0.014826189	-0.06845987	0.27350014	-0.092954315	-0.042504035	0.1286049	-0.09521248	0.44149026	0.14595328	-0.46109897	0.09739194	0.1508304	-0.036267705	-0.26873434	-0.06998825
0.086782746	-0.08872775	-0.33215535	0.121256806	-0.13925141	-0.004863817	0.012059776	-0.044549536	0.28812748	0.115338586	-0.35213444	-0.027286809	0.19714613	-0.12001492	0.30273393	0.11594566
0.00030495567	-0.030701289	-0.19869211	0.025434611	-0.22937042	-0.11103146	-0.12896644	-0.16261795	0.26198024	0.109750524	-0.18368815	-0.027035372	0.07990122	-0.16176632	0.2355264	0.10338006
0.4665788	-0.19940339	0.30903608	0.70749015	0.34797716	-0.32976452	0.6200024	-0.27542257	0.7436471	0.12775134	-0.6144483	0.04152498	0.30241242	0.4613793	-0.6298299	0.07937225
-0.23364866	0.088246174	-0.39575094	-0.08235502	-0.19200431	0.17707779	-0.17484589	0.18835734	0.16236831	-0.014210621	-0.29491186	0.10349721	-0.026595386	-0.1793722	0.04377065	-0.06694193
-0.11836337	0.166908	-0.1934615	0.021914847	-0.2532618	-0.12593435	-0.048563752	-0.0073247827	0.26715687	0.013426747	-0.23846059	0.19777952	0.019050356	-0.06500895	0.084957965	-0.08103021
0.45106056	-0.40058795	-0.41897723	0.5856656	0.42193276	-0.58852553	0.56001925	-0.6404228	0.54928523	0.22641528	-0.3476907	-0.045005485	0.3950871	0.18304798	0.16042936	0.4089666
0.0036269622	0.102852285	-0.124708615	0.18897843	-0.15203126	-0.12206174	0.1004152	-0.014551029	0.285302	-0.005590871	-0.3013945	0.11200937	0.019576903	0.025445197	-0.04768658	-0.11268431
-0.20794353	0.33240715	0.0317637	0.19244492	-0.42994553	-0.2710652	0.104227744	0.43520957	0.43644172	-0.35480204	0.07786185	0.3627895	-0.35921076	0.25608942	0.4522011	-0.42625347
0.002546099	0.04033248	-0.48216674	0.11911665	0.04627364	-0.7154365	-0.021764902	-0.6924996	0.4512074	-0.11988028	0.2613467	0.38199532	-0.08223282	0.043152004	0.56758654	0.24046202
0.26079205	-0.28634724	-0.45349517	0.16241689	0.075794086	-0.29626036	0.04428375	-0.44478244	0.0725817	0.08745565	-0.091462165	-0.10417239	0.18797337	-0.22432406	0.62882715	0.37597123
-0.27711648	0.07962445	-0.36119246	-0.3431758	-0.28756145	0.39691016	-0.33744773	0.108971395	0.036741767	0.23778915	-0.32124215	-0.029651806	0.077859096	-0.4187681	-0.19037679	-0.08633631
-0.58461815	0.056453913	-0.20894262	-0.63279814	-0.445326	0.36378452	-0.63593113	0.19762607	-0.3142635	0.21504903	-0.02537695	-0.19612844	0.13839787	-0.46833923	0.07260582	0.0942477
-0.5564368	0.4410916	-0.16729088	-0.51082504	-0.45116943	0.066301756	-0.5538055	-0.07568498	0.100523196	0.07485213	0.19571625	0.18111113	-0.18309596	-0.373519	0.026662797	-0.11654746
-0.4365688	0.12829149	-0.31660208	-0.4557614	-0.28684124	0.14882438	-0.49475473	-0.3202745	-0.0687872	0.24764855	0.04142672	-0.1102101	0.11430903	-0.50618607	0.064596295	0.17259006
-0.16959503	-0.067804955	-0.2969931	-0.17930682	-0.16141927	0.324099	-0.24006158	0.10001071	-0.042082235	0.25887126	-0.40404704	-0.19025744	0.19907285	-0.3497525	-0.12930135	0.09004045
0.26792434	-0.1022211	0.50863916	0.5137683	0.025670106	0.79212344	0.5434867	0.43079814	0.25013947	0.2161051	-0.8493275	-0.27518436	0.2679215	0.26363313	-0.84319025	-0.29994813
0.20713444	-0.1888733	-0.36733344	0.16336013	-0.18166791	-0.09124627	0.12188451	0.23429051	0.20771702	-0.1803312	-0.20175551	0.09022176	0.030069096	0.10350117	0.64069515	0.049916457
0.17816092	-0.029153246	-0.22116886	0.25064558	-0.27894393	-0.22847854	0.19083396	0.16780874	0.30287597	-0.23933679	-0.23251067	0.1817033	-0.00015799975	0.14487417	0.6019948	-0.109510094
-0.060316313	0.10184516	0.09047313	0.1399826	0.1457876	-0.18577242	0.044655673	-0.4618264	0.36384073	0.22477634	-0.1746158	0.113169536	0.079832695	8.959301e-05	-0.41923773	0.13195066
-0.29374257	0.28703418	-0.21935046	-0.31545565	-0.17194553	-0.38500494	-0.28394482	-0.63471854	0.1744591	0.025473474	0.27752978	0.28251773	-0.16128533	-0.1778156	0.0039049238	0.009828554
-0.23002386	0.48311344	0.33950877	-0.07923538	-0.28087714	-0.050411306	-0.0005528838	0.26766682	0.49547902	-0.13829373	-0.107807286	0.29637548	-0.31053045	0.20342632	-0.39811593	-0.48362133
-0.111821294	0.2091294	0.07237964	-0.12626936	-0.16908097	0.12278201	-0.14755996	-0.08155375	0.27986842	0.1610424	-0.15949205	-0.006347549	0.03995059	-0.14558035	-0.37787727	-0.15919848
0.35944468	-0.13262859	-0.33377403	0.36943465	0.10690661	-0.5670732	0.3032294	-0.5442668	0.5221842	-0.08313995	0.067360565	0.21396938	0.034775082	0.19464454	0.49753365	0.2723843
0.3023729	-0.3627399	-0.58255565	0.14817885	0.20448618	-0.07212444	0.00880887	-0.4638238	-0.042146336	0.23757821	-0.2573966	-0.15422668	0.30264977	-0.21549414	0.3801822	0.48867992
-0.6613075	0.64259183	0.370977	-0.7820801	-0.34864083	-0.8950088	-0.7973753	-1.2498147	0.62000555	-0.15963718	0.77277297	0.700786	-0.6229346	-0.31857917	-0.7683329	-0.39788005
-0.15500426	0.2808407	0.114502855	-0.13357046	-0.33491182	0.057310056	-0.11802532	0.24835902	0.38500786	-0.1188183	-0.037103355	0.21770892	-0.15184237	0.0368461	-0.19085772	-0.2740248
-0.20656998	0.17703146	-0.051876485	-0.12827763	-0.35256487	0.09915019	-0.24357463	0.2278065	0.15622658	0.004824631	-0.15203032	0.08590639	-0.0867424	-0.15548113	-0.07401191	-0.12509741
0.14772889	-0.10232576	-0.4146979	0.1635296	-0.050706994	-0.4565463	-0.0507521	-0.560096	0.17540607	-0.057240944	0.09007433	0.09636989	0.11987023	-0.044827487	0.7050982	0.26974717
